query,containment,similarity,bp,contigs,ksize,num_query_kmers,best_containment,cdbg_min_overhead,catlas_min_overhead,catlas_name
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003436725.fna,0.2533467202141901,0.22089290925007296,1982494,26255,31,2962909,0.2619634960101711,0.259185802462655,0.3503972066646357,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003437995.fna,0.1907463989524225,0.1805039239983478,844874,8765,31,2380639,0.18841159873462546,0.20840341176823554,0.22921206205621353,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003467905.fna,0.18904823989569752,0.17930750206100576,845566,8696,31,2373846,0.1925352360683886,0.20006685813997854,0.2183000790167714,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003435635.fna,0.21794871794871795,0.18986254295532645,1856131,25503,31,2998557,0.21292441664440595,0.32799206809481657,0.41481025919282594,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003470035.fna,0.1500511247443763,0.13152587945328253,1992515,30160,31,3901691,0.14689528207128652,0.358200982955608,0.4730788855536607,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003470775.fna,0.25427428155692977,0.22106261859582543,1851344,24944,31,2793766,0.25689087776141595,0.25921449340284697,0.34934054018770216,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003471045.fna,0.07132132132132132,0.06445047489823609,1270849,20667,31,4088939,0.06341425000470782,0.4626848661048243,0.6015957863619114,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003471505.fna,0.008873114463176575,0.008635578583765112,121768,1714,31,2220633,0.007611793574174571,0.7151883804003505,0.7597230909194291,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003472405.fna,0.2009009009009009,0.18914334181509754,846431,8838,31,2319055,0.19218862855775304,0.211793667411788,0.23326526645002246,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCA_003473205.fna,0.19991115059973344,0.18836333193804938,856549,8954,31,2351896,0.1913953678223867,0.21222451868976513,0.23435993121618426,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/GCF_000155205.fna,0.26146788990825687,0.23594342876854088,1506010,18108,31,2619927,0.2611038399161503,0.22091794316952337,0.28947412154512503,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/ivig_3504.fa,0.3,0.23076923076923078,14942,179,31,12701,0.6162506889221321,0.06998574144486693,0.18230254910154617,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/uvig_409809.fa,0.22857142857142856,0.22857142857142856,12669,129,31,24434,0.2631988213145617,0.2471318192460782,0.26912149107853167,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/uvig_430148.fa,0.2,0.18518518518518517,15008,174,31,33206,0.21911702704330543,0.2012295531891536,0.256640784634246,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/uvig_477575.fa,0.14285714285714285,0.11538461538461539,22029,404,31,24827,0.20284367825351432,0.2503721345638583,0.4917751539004945,SRR5962883_k31_r1
/home/hehouts/dynamic-duos-virome/phage_affix/data/ref_genomes/uvig_560376.fa,0.375,0.2608695652173913,14912,182,31,15183,0.4507673055390898,0.17542168674698796,0.2759204401184934,SRR5962883_k31_r1
